,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6
796,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
795,Urinary,burning micturition,bladder discomfort,foul smell of,,,
794,Urinary,burning micturition,bladder discomfort,continuous feel of urine,,,
793,Urinary,burning micturition,foul smell of,continuous feel of urine,,,
792,Urinary,bladder discomfort,foul smell of,continuous feel of urine,,,
4548,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
791,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
790,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
3974,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
2020,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
2021,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
3933,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
2022,Urinary,bladder discomfort,foul smell of,continuous feel of urine,,,
2023,Urinary,burning micturition,foul smell of,continuous feel of urine,,,
2024,Urinary,burning micturition,bladder discomfort,continuous feel of urine,,,
2025,Urinary,burning micturition,bladder discomfort,foul smell of,,,
3318,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
1619,Urinary,burning micturition,bladder discomfort,continuous feel of urine,,,
1618,Urinary,bladder discomfort,foul smell of,continuous feel of urine,,,
1617,Urinary,burning micturition,bladder discomfort,continuous feel of urine,,,
4343,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
1202,Urinary,bladder discomfort,foul smell of,continuous feel of urine,,,
1203,Urinary,burning micturition,foul smell of,continuous feel of urine,,,
1204,Urinary,burning micturition,bladder discomfort,continuous feel of urine,,,
1205,Urinary,burning micturition,bladder discomfort,foul smell of,,,
1206,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
1207,Urinary,burning micturition,bladder discomfort,continuous feel of urine,,,
1208,Urinary,bladder discomfort,foul smell of,continuous feel of urine,,,
1209,Urinary,burning micturition,bladder discomfort,continuous feel of urine,,,
4384,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
3236,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
4589,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
4302,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
4425,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
4220,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
4466,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
4179,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
1610,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
1611,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
1612,Urinary,bladder discomfort,foul smell of,continuous feel of urine,,,
1613,Urinary,burning micturition,foul smell of,continuous feel of urine,,,
1614,Urinary,burning micturition,bladder discomfort,continuous feel of urine,,,
1615,Urinary,burning micturition,bladder discomfort,foul smell of,,,
1616,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
4261,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
2026,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
4138,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
3195,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
2028,Urinary,bladder discomfort,foul smell of,continuous feel of urine,,,
3851,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
2433,Urinary,burning micturition,foul smell of,continuous feel of urine,,,
2431,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
2029,Urinary,burning micturition,bladder discomfort,continuous feel of urine,,,
2432,Urinary,bladder discomfort,foul smell of,continuous feel of urine,,,
4671,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
3892,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
3728,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
3810,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
2434,Urinary,burning micturition,bladder discomfort,continuous feel of urine,,,
2027,Urinary,burning micturition,bladder discomfort,continuous feel of urine,,,
2435,Urinary,burning micturition,bladder discomfort,foul smell of,,,
1200,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
4630,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
3769,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
2436,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
2430,Urinary,burning micturition,bladder discomfort,foul smell of,continuous feel of urine,,
2437,Urinary,burning micturition,bladder discomfort,continuous feel of urine,,,
2438,Urinary,bladder discomfort,foul smell of,continuous feel of urine,,,
2439,Urinary,burning micturition,bladder discomfort,continuous feel of urine,,,
4212,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
1531,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
1532,Varicose,cramps,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf
4458,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
1530,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
3597,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
2900,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
2359,Varicose,fatigue,cramps,bruising,obesity,swollen legs,prominent veins on calf
3761,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
1534,Varicose,fatigue,cramps,obesity,swollen legs,swollen blood vessels,prominent veins on calf
3474,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
1535,Varicose,fatigue,cramps,bruising,swollen legs,swollen blood vessels,prominent veins on calf
1536,Varicose,fatigue,cramps,bruising,obesity,swollen blood vessels,prominent veins on calf
1537,Varicose,fatigue,cramps,bruising,obesity,swollen legs,prominent veins on calf
1538,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
4171,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
1539,Varicose,fatigue,cramps,bruising,obesity,swollen legs,prominent veins on calf
2859,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
2358,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
2357,Varicose,fatigue,cramps,bruising,obesity,swollen legs,prominent veins on calf
1533,Varicose,fatigue,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf
4868,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
3433,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
4253,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
3720,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
3105,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
4704,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
4335,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
4909,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
3679,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
3064,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
1129,Varicose,fatigue,cramps,bruising,obesity,swollen legs,prominent veins on calf
4376,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
1128,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
1127,Varicose,fatigue,cramps,bruising,obesity,swollen legs,prominent veins on calf
3392,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
1126,Varicose,fatigue,cramps,bruising,obesity,swollen blood vessels,prominent veins on calf
2941,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
1125,Varicose,fatigue,cramps,bruising,swollen legs,swollen blood vessels,prominent veins on calf
1123,Varicose,fatigue,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf
3023,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
1122,Varicose,cramps,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf
1121,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
1120,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
3228,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
2982,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
3310,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
4294,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
2356,Varicose,fatigue,cramps,bruising,obesity,swollen blood vessels,prominent veins on calf
2490,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
4417,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
3351,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
1124,Varicose,fatigue,cramps,obesity,swollen legs,swollen blood vessels,prominent veins on calf
2355,Varicose,fatigue,cramps,bruising,swollen legs,swollen blood vessels,prominent veins on calf
2353,Varicose,fatigue,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf
2354,Varicose,fatigue,cramps,obesity,swollen legs,swollen blood vessels,prominent veins on calf
3966,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
1949,Varicose,fatigue,cramps,bruising,obesity,swollen legs,prominent veins on calf
3556,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
3146,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
3925,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
2613,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
2695,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
719,Varicose,fatigue,cramps,bruising,obesity,swollen legs,prominent veins on calf
300,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
301,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
302,Varicose,cramps,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf
303,Varicose,fatigue,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf
4581,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
718,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
304,Varicose,fatigue,cramps,obesity,swollen legs,swollen blood vessels,prominent veins on calf
717,Varicose,fatigue,cramps,bruising,obesity,swollen legs,prominent veins on calf
305,Varicose,fatigue,cramps,bruising,swollen legs,swollen blood vessels,prominent veins on calf
716,Varicose,fatigue,cramps,bruising,obesity,swollen blood vessels,prominent veins on calf
306,Varicose,fatigue,cramps,bruising,obesity,swollen blood vessels,prominent veins on calf
307,Varicose,fatigue,cramps,bruising,obesity,swollen legs,prominent veins on calf
308,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
4786,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
309,Varicose,fatigue,cramps,bruising,obesity,swollen legs,prominent veins on calf
710,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
2654,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
715,Varicose,fatigue,cramps,bruising,swollen legs,swollen blood vessels,prominent veins on calf
711,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
714,Varicose,fatigue,cramps,obesity,swollen legs,swollen blood vessels,prominent veins on calf
712,Varicose,cramps,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf
2736,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
4745,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
1948,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
1946,Varicose,fatigue,cramps,bruising,obesity,swollen blood vessels,prominent veins on calf
2818,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
4130,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
713,Varicose,fatigue,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf
3515,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
2352,Varicose,cramps,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf
2351,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
4499,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
2531,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
2350,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
4089,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
3802,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
4048,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
4663,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
2777,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
4007,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
3843,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
4540,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
3884,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
3638,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
4827,Varicose,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels
